name,sector,confidence,has_startup_act_label,year_founded,label_date,website
Eat & Fit,food,high,True,,,https://startup.gov.tn/en/www.eatfit.tn
D-carte,logistics,medium,True,,,https://startup.gov.tn/en/Dcartesolutions.com
OPTOSCOPIA Intelligent Diagnostic Analyzers,healthtech,high,True,,,https://startup.gov.tn/en/www.optoscopia.com
profils.tn,tech,high,True,,,http://www.profils.tn/
TRUE DELTA,fintech,medium,True,,,http://truedelta.co/
ALMOURAFEK,other,low,True,,,https://startup.gov.tn/en/null
Slidzo,saas,medium,True,,,https://slidzo.com/
Skazy Tunisia,saas,high,True,,,https://optimal-rh.com/
HYDROPEN TECHNOLOGIE,cleantech,medium,True,,,https://startup.gov.tn/en/null
Chantier,logistics,medium,True,,,http://www.chantier.tn/
DataSense,tech,high,True,,,https://datasense.tk/
On hand Apps,tech,medium,True,,,http://www.onhandapps.com/
Food4Future,food,high,True,,,https://startup.gov.tn/en/null
Autorent,logistics,high,True,,,https://autorent.tn/
Tryppy,travel,medium,True,,,https://startup.gov.tn/en/null
Universa Blockchain,fintech,high,True,,,http://www.universacommunity.com/
CHMISA,other,low,True,,,https://startup.gov.tn/en/null
BSmart SARL,tech,medium,True,,,http://www.bsmartdoc.com/
Servini,tech,medium,True,,,https://srvni.com/
Beego,tech,medium,True,,,https://startup.gov.tn/en/null
Bouquiniste.tn,ecommerce,high,True,,,https://www.bouquiniste.tn/
Miral Things,tech,medium,True,,,https://www.miral-technology.com/
Riblum,tech,high,True,,,http://www.riblum.com/
TransIN / SmartIN,logistics,high,True,,,http://www.smartin.com.tn/
LUNAR EPS,tech,medium,True,,,https://startup.gov.tn/en/null
BipEvents,other,high,True,,,https://bip.events/
MYCLINIC.TN,healthtech,medium,True,,,https://www.myclinic.tn/MYCLINIC%20%20(CABINET:%20YTB%20%20%7C%20%20UTILISATEUR:%20DOCTEUR%20%20%7C%20%20MOT%20DE%20PASSE:%20D)
LKESSA,tech,high,True,,,https://www.filemail.com/d/asrvidehsfrlndx
GLOLIX TUNISIA,logistics,high,True,,,http://glolix.com/
ILEY'COM,tech,medium,True,,,https://ileycom.com/
WIN NOW,fintech,high,True,,,https://winnow.tn/
Takwinland,agritech,high,True,,,http://www.takwinland.com/
Videsys,tech,medium,True,,,https://www.videsys.com/
Société DOM Services,cleantech,medium,True,,,https://www.dom2030.com/
SMARTY,logistics,high,True,,,https://www.smarty.tn/
Abneam,saas,medium,True,,,https://abneam.com/
Flexiolar,edtech,medium,True,,,https://sites.google.com/view/flexiolar/
Co-Solar,cleantech,medium,True,,,https://www.co-solar.com/
Ernest,other,low,True,,,https://startup.gov.tn/en/null
Compaktor,logistics,medium,True,,,http://www.maps-it.com/
Pura solutions,cleantech,medium,True,,,http://www.pura-tech.com/
LORE AND HEART,ecommerce,high,True,,,https://loreandheart.com/
Karriery,edtech,medium,True,,,https://www.karriery.com/
Wanavaa,travel,medium,True,,,http://www.wanavaa.com/
MOEZ JOMAA,tech,high,True,,,https://startup.gov.tn/en/www.gotoinfinite.com
Save The Plate,food,high,True,,,https://savetheplate.ccdev.space/
Sprindt,logistics,medium,True,,,http://sprindt.com/
Winshot,tech,low,True,,,http://www.winshot.net/
CLEDISS,cleantech,low,True,,,http://www.nomadis.online/
Iowaves,tech,medium,True,,,http://www.iowaves.com/
SkilinK AI,saas,high,True,,,https://skilink.ai/
4InA Technologie,tech,medium,True,,,https://4inatechnologie.wixsite.com/4ina-technologie
Xgenbox,tech,low,True,,,http://www.xgenbox.com/
X-Mall,ecommerce,high,True,,,https://startup.gov.tn/en/www.x-mall.tn
AquaDeep,cleantech,medium,True,,,https://aquadeep.org/
Speedy ERP,saas,high,True,,,https://speedy-erp.app/sign-in
Idaraty.tn,saas,medium,True,,,https://idaraty.tn/?from=label-startup
Paygrant,fintech,high,True,,,https://startup.gov.tn/en/null
branper,fintech,high,True,,,https://branper.com/
BankeID,fintech,high,True,,,https://www.tido.tn/
HOMEJEK,logistics,high,True,,,https://www.homejek.com/
Hayat Tech,tech,high,True,,,http://www.hayat-tech.com/
Lamma,logistics,high,True,,,http://www.lamma.city/
SupplyzPro,logistics,high,True,,,https://supplyzpro.com/fr
Allô Réparateur,logistics,medium,True,,,http://www.allo-reparateur.tn/
Autoprix.tn,ecommerce,high,True,,,http://www.autoprix.tn/
eDonec,saas,medium,True,,,http://www.edonec.com/
Vital Tools,saas,high,True,,,https://electron-erp.netlify.app/
Canadin,healthtech,medium,True,,,https://canadin-app.com/
UpKurs,edtech,high,True,,,http://www.upkurs.com/
Bouita,marketplace,medium,True,,,https://www.bouita.com/
X-P-R,logistics,medium,True,,,http://www.xpr.com.tn/
GoPayzi,fintech,medium,True,,,https://gopayzi.com/
Next Gen Corp,tech,high,True,,,https://ngcorp.tn/
Wefix,tech,medium,True,,,http://www.wefix.tn/
NetShareK Network Share Knowledge,edtech,medium,True,,,https://www.netsharek.tn/
VIRGIN,cleantech,high,True,,,http://blasterozone.tn/
SENIATNA,healthtech,high,True,,,http://www.seniatna.com/
ACRIDIDEA,agritech,medium,True,,,https://www.acrididea.com/
Tanit.ai,tech,high,True,,,https://tanitai.azurewebsites.net/%20%20%20Mail:%20kais.zhioua@gmail.com%20Pswd:%20Tanit@2023
OXAHOST,tech,high,True,,,https://www.oxahost.tn/
3S : Software and Security Solutions,tech,high,True,,,http://www.sss.com.tn/
MTCE,tech,low,True,,,http://www.certely.com/
invented technology,tech,high,True,,,http://www.invented-technology.com/
Rhintos Games,tech,medium,True,,,https://startup.gov.tn/en/null
SmartQ,logistics,high,True,,,https://smartq.tn/
SECURAS,tech,medium,True,,,https://securas.fr/
Seemba Gaming,tech,high,True,,,https://www.seemba.com/
FINWEDGE MEA,fintech,high,True,,,https://startup.gov.tn/en/null
Toumi Electronics,tech,high,True,,,https://www.toumi-electronics.com/
School Upgrader,edtech,medium,True,,,https://schoolupgrader.com/
elbusines.com,ecommerce,high,True,,,https://elbusines.com/
DEFENDR,tech,high,True,,,https://defendr.gg/
Pwn & Patch,tech,high,True,,,https://www.pwnandpatch.com/
FINRA Ltd,fintech,high,True,,,https://startup.gov.tn/en/null
LES SOUKS.COM SARL,marketplace,high,True,,,https://lessouks.com/
Qartaj,ecommerce,high,True,,,http://qartaj.com/
فريد حول العالم,travel,high,True,,,http://www.feridaroundtheworld.com/
Smelsy.com,food,medium,True,,,https://startup.gov.tn/en/null
SamRise,saas,high,True,,,https://www.samrise.cloud/
KDM,other,low,True,,,https://startup.gov.tn/en/null
iCompass,tech,medium,True,,,https://www.icompass.tn/
Examido,edtech,high,True,,,https://www.examido.com/
EDATA Warehouse,tech,medium,True,,,https://startup.gov.tn/en/www.edata-warehouse.com
ETNAFES,travel,high,True,,,http://www.etnafes.com/
Barbecha,ecommerce,medium,True,,,https://barbecha.shop/
INOTEK ENGINEERING,tech,medium,True,,,https://www.inotek.tn/
WeMove,logistics,high,True,,,http::/www.wemove.tn
ZATEX,tech,medium,True,,,http://m2m-group.tech/
Société Souk El-Ghorba,marketplace,medium,True,,,http://www.souk-elghorba.com/
United VITO,logistics,medium,True,,,https://vito.com.tn/
Services voitures épaves (SVE),marketplace,medium,True,,,https://startup.gov.tn/en/null
Replic-A,tech,medium,True,,,https://replic-a.com/
Makerfy,marketplace,medium,True,,,https://www.makerfy.tn/
Gifty,ecommerce,medium,True,,,https://startup.gov.tn/en/gifty.tn
TechAbility,tech,high,True,,,https://www.techability.tn/
ESKY PROFESSIONAL SERVICES,tech,medium,True,,,https://startup.gov.tn/en/null
WASSALNI EXPRESS,logistics,high,True,,,https://wassali-express.tn/
arsela,other,low,True,,,https://startup.gov.tn/en/null
Pure Beauty Labs,healthtech,medium,True,,,http://www.purebeauty.tn/
Coaching Foot,edtech,medium,True,,,http://www.coaching-foot.com/
Ma Formation Privée,edtech,high,True,,,https://maformation-privee.com/
TŪNIQ,cleantech,medium,True,,,http://tuniqoasis.com/
SMEK'S,tech,high,True,,,http://www.smeks.net/
DourbIA,healthtech,high,True,,,https://www.facebook.com/Dourbia.GuideMe
laboratoire sci,healthtech,medium,True,,,https://www.facebook.com/Entycosmetique
Arcana Soft,saas,medium,True,,,https://www.arcana-soft.com/
Digimoov,logistics,high,True,,,http://www.digimoov.fr/
Sala7li,ecommerce,high,True,,,http://sala7li.tn/
SF Technologies,tech,high,True,,,https://www.sobflous.tn/
POLYSMART,tech,medium,True,,,https://startup.gov.tn/en/null
LR Move,logistics,high,True,,,https://lrmove.net/
Doctolys,healthtech,high,True,,,https://startup.gov.tn/en/www.doctolys.com
Tagamuta Valley,travel,high,True,,,https://tagamuta-valley.com/
WARENA,edtech,high,True,,,https://warena.org/
ARCHIVART,tech,high,True,,,http://archivart.co/
Amiral,tech,low,True,,,http://www.amiral.io/
VastLight Interactive,tech,medium,True,,,https://www.vastlight-platform.com/
GATE INDUSTRIELLE,tech,medium,True,,,https://startup.gov.tn/en/null
We-Settle,fintech,high,True,,,https://we-settle.com/
Tashfeen,tech,high,True,,,https://tashfeen.tech/
smic,fintech,high,True,,,https://startup.gov.tn/en/www.smic-world.com
PreempTix,tech,medium,True,,,https://startup.gov.tn/en/null
Ahkili,healthtech,medium,True,,,https://startup.gov.tn/en/null
Coart Container Creatif,artisanat,medium,True,,,https://coartsfax.wordpress.com/
Tiktak PRO,logistics,high,True,,,http://tiktakpro.tn/
ESAT,tech,medium,True,,,https://www.esat.tn/
Lightency,cleantech,medium,True,,,http://lightency.io/
Doctolys,healthtech,high,True,,,https://startup.gov.tn/en/www.doctolys.com
Smart and Clean,cleantech,medium,True,,,https://startup.gov.tn/en/null
Shipzzer,logistics,medium,True,,,https://shipzzer.com/
SmarDac,tech,medium,True,,,https://smardac.com/
Kartago Dattes Snacks,food,high,True,,,http://www.kartagodattes.tn/
Orthlane,fintech,low,True,,,https://www.orthlane.com/
Mon Ingénieur Express,logistics,high,True,,,https://moningenieur.express/
Décotis,cleantech,medium,True,,,http://www.decotis.tn/
KWIN.,other,low,True,,,https://startup.gov.tn/en/null
Fasteas,food,high,True,,,https://fasteas.com/
Tchou-Tchou Your school bus tracking App,tech,medium,True,,,https://startup.gov.tn/en/null
TuniBoat,travel,high,True,,,http://tuniboat.com/
PAYDAY TAKAFUL,fintech,high,True,,,https://app.pdtakaful.com/login
fripeji.tn,ecommerce,high,True,,,https://fripeji.tn/
Coursesgolf,edtech,medium,True,,,http://www.coursesgolf.net/
Tomobile Store,ecommerce,medium,True,,,https://tomobile.store/
BUS SOFTWARE,tech,medium,True,,,https://www.winicari.tn/
Bi'nergy,cleantech,high,True,,,https://startup.gov.tn/en/www.binergy.com.tn
Exacctly,saas,medium,True,,,http://www.datasphera.com/
Advantry X,tech,high,True,,,https://www.advantryx.com/
Meducol,healthtech,medium,True,,,https://meducol.com/
WildyNess,ecommerce,high,True,,,https://wildyness.com/
Wassaloo,logistics,medium,True,,,https://wassaloo.tn/
The Package Center,logistics,high,True,,,https://www.packagecenter.com/
Gloristory,other,low,True,,,https://startup.gov.tn/en/null
e-Scola,edtech,high,True,,,http://www.e-scola.fr/
Kamioun,marketplace,medium,True,,,http://www.kamioun.com/
SAFESPHERE,tech,medium,True,,,https://safesphere.net/
Medikadvisor,healthtech,medium,True,,,https://www.medikadvisor.com/
Digital work solutions,saas,medium,True,,,https://startup.gov.tn/en/null
Owlinks Technologies Co,tech,medium,True,,,https://startup.gov.tn/en/www.owlinks-technologies.com
SOLIXY,cleantech,medium,True,,,http://www.solixy.com/
Pedalo,logistics,medium,True,,,https://startup.gov.tn/en/www.pedalo.tn
FoundPad,tech,medium,True,,,https://foundpad.com/
Improve Software TN,saas,high,True,,,http://www.improve-software.com/
IMPACT NUTRITION,healthtech,high,True,,,https://www.impactnutrition.com.tn/
Saydalid,healthtech,medium,True,,,https://www.saydalid.com/
BioIntrants Technologie,healthtech,medium,True,,,https://www.switchmed.eu/
Elco Solutions,tech,medium,True,,,https://www.elco-solutions.de/
YAGRI,agritech,medium,True,,,https://yagri.app/
Be Wireless Solutions,tech,medium,True,,,https://startup.gov.tn/en/null
Atome Academy,edtech,high,True,,,https://startup.gov.tn/en/www.atome.tn
Trivaw,travel,high,True,,,https://trivaw.net/
Arsek Dripbox,agritech,medium,True,,,http://www.arsek-dripbox.com/
WaveOn,tech,medium,True,,,https://startup.gov.tn/en/null
Urban green,agritech,medium,True,,,https://www.facebook.com/urbangreen.tn
FABSKILL,edtech,high,True,,,https://www.fabskill.com/
Tunisie Aquaponie,agritech,high,True,,,http://www.tunisie-aquaponie.com/
Deepnrise,tech,high,True,,,https://startup.gov.tn/en/www.deepnrise.com
Mass SA,saas,high,True,,,https://www.mass-analytics.com/
Wimbee,ecommerce,medium,True,,,http://www.wimbeeproduct.com/
Go Online Africa,tech,medium,True,,,https://www.go-online-africa.com/
Footlink.tn,marketplace,medium,True,,,https://footlink.tn/
Kinko,travel,medium,True,,,https://kinkobooking.com/
DLSgaming,tech,high,True,,,https://dlsgaming.com/home
Ticketchainer,travel,high,True,,,https://www.ticketchainer.com/
WeGestU,logistics,medium,True,,,https://startup.gov.tn/en/wegestu.com
Connecteur bipolaire à serrage indépendant (CB-SI),tech,high,True,,,https://startup.gov.tn/en/null
Rooly,logistics,high,True,,,https://rooly.tn/
Athena-IO,saas,medium,True,,,https://on-board.co/
XQuant Software,tech,high,True,,,https://www.xquant-ai.com/
iCan-C,edtech,high,True,,,https://startup.gov.tn/en/database#
Symmetryk,healthtech,medium,True,,,http://www.nostatikmedia.com/
HALONURSERY,agritech,high,True,,,https://startup.gov.tn/en/null
Khobzti,food,high,True,,,https://makhbazti.com/
Link 2 Grow Network,marketplace,high,True,,,https://startup.gov.tn/en/www.wefranchiz.com
Resa Privee,travel,low,True,,,http://www.tunisie.co/
DEDALE SOLUTIONS,tech,medium,True,,,http://dedale-solutions.com/
Legaltech,tech,high,True,,,https://app.legaltech.tn/
Kinko,travel,medium,True,,,https://kinkobooking.com/
Shape,saas,medium,True,,,https://theshapers.co/
G.A.J,ecommerce,high,True,,,https://www.gajtunisie.com/
STE Kaoun,fintech,high,True,,,https://www.kaoun.com/
SCIENCIA,edtech,medium,True,,,http://www.sciencia.tn/
Expy.ai,saas,high,True,,,https://expy.ai/
GDTC,edtech,high,True,,,https://www.gdtc.ac/
Nkawroo,ecommerce,high,True,,,https://www.nkawroo.com/
LIFEYE,healthtech,high,True,,,https://www.lifeye.io/
RSE Time,tech,high,True,,,https://www.rsetime.com/
cookit,food,high,True,,,https://cookit.tn/
Coloc'Qui,logistics,medium,True,,,https://colocqui.tn/
IRIS Technologies,agritech,high,True,,,https://www.smartbeekeeper.com/
Karhabti.app,fintech,high,True,,,https://karhabti.app/
wireless services,tech,medium,True,,,https://www.wiser-tunisie.com/
ACRIDIDEA,agritech,medium,True,,,https://www.acrididea.com/
rahba.tn,marketplace,medium,True,,,http://www.rahba.tn/
Pedago,edtech,high,True,,,https://pedago.ai/
WaterSpirit,cleantech,medium,True,,,http://www.waterspirit.com.tn/
Tajrabti,marketplace,medium,True,,,https://www.tajrabti.com/
CAIRUS BUSINESS GROUP,tech,medium,True,,,https://www.cairus-business.com/#Service
Dopawin,ecommerce,medium,True,,,https://startup.gov.tn/en/www.dopawin.tn
IrWise,tech,medium,True,,,https://startup.gov.tn/en/www.irwise.io
Taxiora,logistics,high,True,,,https://www.taxiora.tn/
Empowair,cleantech,high,True,,,https://startup.gov.tn/en/www.empowair.com
Société NSIJA,agritech,high,True,,,http://www.nsija.com/
Vectors Software,tech,high,True,,,https://covectors.io/
SAMM TEST & AUTOMATION,tech,high,True,,,http://www.samm-automation.com/
VAKAY,retail,high,True,,,https://www.vakayeyewear.com/
HyO-Tec,cleantech,medium,True,,,https://startup.gov.tn/en/www.hyo-tec.com
Ms. Marion,ecommerce,high,True,,,https://www.ms-marion.com/
Edutest,edtech,medium,True,,,http://www.edutest.tn/
Evolutik,saas,medium,True,,,https://www.evolutik.com/
Wattnow,cleantech,high,True,,,https://www.wattnow.io/
Leadership 4.0,logistics,medium,True,,,https://leadershipquatrepointzero.sitec4consulting.com/
Autoshop.tn,marketplace,high,True,,,http://www.etl-technology.com/
Sentinel Data,tech,medium,True,,,http://sentinel.com.tn/
SESIT,tech,medium,True,,,http://www.sesit.tn/
Smart Detection,tech,low,True,,,https://startup.gov.tn/en/null
Celebrioo,marketplace,medium,True,,,http://www.celebrioo.com/
Couscous Connection,food,high,True,,,http://www.couscous-connection.com/
Scaylab,saas,medium,True,,,https://www.scaylab.fr/
B2B Tunisia,marketplace,medium,True,,,http://www.b2b.tn/
Livrina,fintech,low,True,,,https://livrina.com/
Jhimi Pour Les Elévateurs Légers,logistics,medium,True,,,https://startup.gov.tn/en/null
ai diagnosis vision,healthtech,high,True,,,http://aidgvision.com/
GROW IT YOURSELF,agritech,high,True,,,http://www.growit-yourself.com/
Analytix-YS,tech,medium,True,,,http://analytix.beatstamp.fr/
groupado,ecommerce,high,True,,,http://www.groupado.tn/
RoboCare,healthtech,medium,True,,,http://www.robocare.tn/
Healthy & Bnin,healthtech,medium,True,,,http://healthyandbnin.com/
medtrip,healthtech,medium,True,,,http://www.medtrip.tn/
Takwira,logistics,medium,True,,,https://bit.ly/38vVraq
MineClap,tech,low,True,,,http://www.mineclap.com/
Lanterns,tech,high,True,,,https://www.lanterns-studios.com/
KADRA NOVA - KN كائن,tech,high,True,,,https://kadranova.com/
JURIDOC,tech,medium,True,,,http://www.juridoc.tn/
The Landlord,tech,medium,True,,,https://www.thelandlord.tn/
VISTASY,healthtech,medium,True,,,http://vistasy.clinic/
Deepvolt,cleantech,high,True,,,https://deepvolt.io/
wiTrade,fintech,medium,True,,,https://startup.gov.tn/en/null
HealUp,healthtech,high,True,,,https://www.gethealup.com/
DIGITAL CITY INNOVATION,tech,medium,True,,,https://startup.gov.tn/en/null
Animadop,other,high,True,,,https://animadop.tn/
Contratou,marketplace,medium,True,,,http://contratou.tn/
Expert Team Tunisie,tech,high,True,,,https://www.expertunisie.com/
HOPE HORIZON,healthtech,low,True,,,http://www.anna.tn/
StreetCarHub,marketplace,high,True,,,https://startup.gov.tn/en/null
DRYSEK,fintech,low,True,,,https://www.facebook.com/drysek/
SWIVER,saas,high,True,,,https://www.swiver.io/
METHANIA INDUSTRIES,cleantech,high,True,,,https://www.methania.com/
OFFENSYLAB,tech,medium,True,,,https://startup.gov.tn/en/www.offensylab.io
BaBa Ali,food,high,True,,,https://baba-ali.tn/
Tinest,ecommerce,medium,True,,,http://tinest.tn/
Viventis,healthtech,high,True,,,http://www.viventis.tn/
BE-SIYESSAH,marketplace,high,True,,,https://startup.gov.tn/en/besiyessah.tn
Vintage Bae Studio,artisanat,high,True,,,https://startup.gov.tn/en/www.vintagebaestudio.tn
Machmoom,logistics,medium,True,,,https://machmoom.com/index.php
EVOCRAFT,tech,medium,True,,,https://startup.gov.tn/en/null
CodePro Qr,tech,medium,True,,,https://smartingserve.com/
AMBITION STUDY,edtech,high,True,,,https://startup.gov.tn/en/www.successtudy.net
Tabaani,marketplace,medium,True,,,https://startup.gov.tn/en/tabaani.co
Facstore,ecommerce,medium,True,,,http://www.my-facstore.com/
Avempace,tech,high,True,,,http://www.avempace-wireless.com/
Finispia,fintech,high,True,,,https://finispia.com/
sportopia,ecommerce,high,True,,,http://www.thesportopia.com/
DIMAZINA,food,high,True,,,http://www.dima-zina.com/
Birou,ecommerce,high,True,,,https://birou.tn/
Soledu,edtech,medium,True,,,https://sol-edu.org/
Innovega,tech,medium,True,,,https://startup.gov.tn/en/null
ContyFind,marketplace,medium,True,,,https://startup.gov.tn/en/www.contyfind.com
Drop'n Go,logistics,high,True,,,https://startup.gov.tn/en/dropngo.tn
Société STBI,tech,medium,True,,,https://www.stbi-tunisia.com/
Domicilier.tn,logistics,medium,True,,,http://www.domicilier.tn/
Foodealz,agritech,medium,True,,,http://www.foodealz.com/
Makroudh Kairouan à Domicile,food,high,True,,,http://www.makroudhkairouan.tn/
Mve,ecommerce,high,True,,,htp://mve.tn
HelpyGo,tech,low,True,,,https://helpygo.tunealgo.com/
robotdot,tech,low,True,,,https://www.youtube.com/watch?v=Rsmz_QYibdc
ASEPTIKA LAB,healthtech,high,True,,,http://www.aseptika-lab.com/
energy expert team company,cleantech,medium,True,,,https://startup.gov.tn/en/null
WARM,food,medium,True,,,http://warm.tn/
bmoov,fintech,high,True,,,http://www.bmoov.co/
NewGen,tech,medium,True,,,https://www.newgen-studio.com/
ONWIREWAY,logistics,medium,True,,,https://startup.gov.tn/en/null
Vitalight LAB,healthtech,high,True,,,http://algovita.tn/
Digital Catering Solution,food,high,True,,,http://catering.dcsolution.ovh/
EasyBank,fintech,medium,True,,,https://app.easybank.tn/
Bako Motors,marketplace,high,True,,,http://www.bakomotors.com/
DOMODAR,logistics,medium,True,,,https://www.domodar.net/
SAFOZI SARL,food,medium,True,,,http://www.safozi.com/
Fivepoints,tech,medium,True,,,http://www.fivepoints.tn/
RENTAL RIDE,travel,high,True,,,https://www.rental-ride.com/
Maginater,tech,high,True,,,https://startup.gov.tn/en/www.maginater.com
WAY CARE,healthtech,medium,True,,,https://www.xelero.io/
Kidsbook,edtech,high,True,,,http://kidsbooksolution.com/
WareCom,cleantech,medium,True,,,http://www.warecom.tn/
Linkivia,saas,medium,True,,,https://linkivia.com/
Hand & Crafts,artisanat,medium,True,,,http://www.handandcrafts.com/
SoK'ari,healthtech,medium,True,,,https://www.sokaricare.com/
Tledger,fintech,high,True,,,http://www.tledger.tech/
Dyxis Cloud Provider,tech,high,True,,,http://www.dyxis.com/
Provectus Technology,tech,high,True,,,https://www.provectus-technology.com/
TOLLXPRESS,logistics,high,True,,,https://startup.gov.tn/en/www.tollxpress.fr
UniQ Soft Technology,tech,high,True,,,https://www.uniqfst.com/
MajestEYE,healthtech,high,True,,,https://www.majesteye.com/
elprojet,tech,medium,True,,,http://www.elprojet.tn/
Idara Tn,tech,high,True,,,https://idara.tn/
floraison natural beauty,retail,high,True,,,https://tn.floraisonnaturalbeauty.com/
Comporoll,tech,medium,True,,,https://startup.gov.tn/en/null
NEPTUNE MOSAIC,cleantech,medium,True,,,http://www.neptunemosaic.com/
international business space,tech,low,True,,,http://www.ib-space.com/
Atome Edtech,edtech,high,True,,,https://startup.gov.tn/en/www.atome.tn
Lait Espoir,food,high,True,,,http://www.laitespoir.com/
Taysir Solutions Tunisia,tech,medium,True,,,https://www.taysirsolutions.com/
Smart Farm,agritech,medium,True,,,https://smart-farm.sspro.tn/
Bitaqa,fintech,high,True,,,https://bitaqa.tn/
ALIDADE,tech,low,True,,,https://startup.gov.tn/en/www..alidade.tn
Fisco,fintech,medium,True,,,https://startup.gov.tn/en/null
FBS COMPANY,retail,high,True,,,http://www.fierce-sportswear.com/
TOLEDO,tech,high,True,,,http://techangela.com/
FlexyFleet,logistics,medium,True,,,https://startup.gov.tn/en/null
Uvey,tech,high,True,,,https://www.uvey.ai/
ZOLFA,tech,high,True,,,http://zolfa.epizy.com/
Teskerti.tn,marketplace,medium,True,,,https://www.teskerti.tn/
NIWEES,fintech,low,True,,,http://www.niwees.com/
Voltat Technologies,tech,medium,True,,,https://voltat.co/
Carwell,tech,high,True,,,https://sysicsstudio.com/
AMAL XR,tech,medium,True,,,https://startup.gov.tn/en/www.amalxr.com
L G P,other,low,True,,,https://startup.gov.tn/en/null
Arion,tech,high,True,,,http://arion-tech.com/
MSS GROUP,other,low,True,,,https://startup.gov.tn/en/null
CREATIVE CULINARY,food,high,True,,,https://www.tawtaw.co/
Surfin,tech,high,True,,,http://www.incept.tn/
WKF par FLEXITEK,tech,medium,True,,,https://wkf.flexi-tek.com/
officent,tech,medium,True,,,https://www.officent.co/
YASSIR,logistics,high,True,,,http://www.yassir.tn/
la ferme urbaine,agritech,high,True,,,http://www.hydroponie.tn/
XLAiner,logistics,high,True,,,https://startup.gov.tn/en/www.xlainer.com
AvoConsulte,healthtech,medium,True,,,https://avoconsulte.com/
Tekum,tech,high,True,,,http://bird-notes.com/
PROSERVY,saas,medium,True,,,http://proservy.com/
Thnity,tech,low,True,,,https://thnity.com/
Bookingtodo,travel,medium,True,,,http://www.bookingtodo.net/
Historio,edtech,medium,True,,,http://www.historioo.com/
Pet Pals,tech,high,True,,,https://playpals.io/
Goupsup,other,high,True,,,https://goupstandup2019.wixsite.com/startup
SeaBot,cleantech,medium,True,,,http://www.seabotek.com/
Alifa,fintech,high,True,,,https://www.alifa.tn/
P&FF-SWM,other,low,True,,,https://startup.gov.tn/en/null
WiseShare,tech,medium,True,,,https://startup.gov.tn/en/wiseshare.io
PolyPath HealthTech Company,healthtech,high,True,,,https://startup.gov.tn/en/www.PolyPath.co
Rent a tutor,edtech,high,True,,,http://scaphandry.com/
LoDeep,tech,low,True,,,http://www.lodeep.com/
HackUp,tech,high,True,,,http://www.hackup.io/
SOFTSYS INTERNATIONALE SARL,tech,medium,True,,,http://www.sofsys.com/
Cleanance,cleantech,high,True,,,https://startup.gov.tn/en/null
HUBS TRAVEL,travel,medium,True,,,https://startup.gov.tn/en/hub-travel.com
Evey Technologies,tech,medium,True,,,http://eveytech.com/
GST,tech,low,True,,,http://www.gst-tunisie.com/
Mon Ingénieur Express,logistics,high,True,,,https://moningenieur.express/
Civitas,tech,medium,True,,,http://www.civitas.tn/
Tunisia Market,ecommerce,medium,True,,,https://tunisia-market.com/
Crop's Talk,agritech,medium,True,,,http://www.cropstalk.com/
Verse,fintech,high,True,,,https://verse.tn/
Intigrow,agritech,high,True,,,http://www.intigo.tn/
KALYS,ecommerce,medium,True,,,http://www.kalys-designstore.com/
CURE,healthtech,medium,True,,,http://dhaouafimed.wixsite.com/curetunisie
REM4U,logistics,high,True,,,https://www.preprod.airportmobility.rem4u.com/
Legaltech,tech,high,True,,,https://app.legaltech.tn/
Siteflow Factory,saas,high,True,,,https://www.siteflow.fr/
Sougui,marketplace,medium,True,,,https://www.sougui.tn/
"Baity tn ""Decoriz"" SARL",ecommerce,high,True,,,https://baity.tn/
Marhba.tn Experiences,travel,high,True,,,https://www.marhba.com/
Investhune plus,fintech,high,True,,,https://startup.gov.tn/en/null
Raheeq - رحيق,food,medium,True,,,http://www.aasla.tn/
Eddium Platinuim,edtech,high,True,,,https://www.eddium.com/
EdTrust,edtech,high,True,,,https://edtrust.tn/
Dash Sports,tech,medium,True,,,https://startup.gov.tn/en/www.dashsports.tn
Watto,ecommerce,high,True,,,https://www.watto.tn/
DEEPERA,tech,high,True,,,https://www.deepera.ai/
Hezni Maak,food,medium,True,,,https://startup.gov.tn/en/null
Lean Manufacturing Company,tech,high,True,,,https://www.lean-manufacturing.net/
Beenomi,fintech,high,True,,,https://www.beenomi.com/
Sougui,marketplace,medium,True,,,https://www.sougui.tn/
KatYos,fintech,low,True,,,https://www.katyos.com/
Natalista,healthtech,medium,True,,,https://startup.gov.tn/en/null
Junior Robotics Lab,edtech,high,True,,,http://junioroboticslab.co/
Lysi,healthtech,medium,True,,,http://lysi.app/
Katomi,marketplace,medium,True,,,http://katomi.co/
Next Gen Solution / UnFrauded,fintech,high,True,,,http://www.unfrauded.com/
KLAY,tech,medium,True,,,https://startup.gov.tn/en/null
Vife,tech,low,True,,,https://startup.gov.tn/en/null
CONTYFIND,marketplace,medium,True,,,https://startup.gov.tn/en/www.contyfind.com
Artify,tech,medium,True,,,http://www.artify.tn/
Click and win,ecommerce,medium,True,,,https://startup.gov.tn/en/null
Quenzi,other,low,True,,,https://startup.gov.tn/en/null
Kuiklink Technologies,tech,medium,True,,,http://www.qwqlink.com/
Tadwir,tech,high,True,,,https://mermezlab.com/
WAKAHAW,food,medium,True,,,http://www.wakahaw.com/
AfiaTech,healthtech,medium,True,,,https://medicatn-c6c40.firebaseapp.com/
Screenflex,tech,medium,True,,,https://screenflex.pro/
